"Species","NicheBreadth","Occurrences","LogOccurrences","Bootstrap","Algorithm","PAStrategy","PANumber","MeanSuitability","SuitableArea","SchoenersD","ElevationCentroid","TSS"
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,7,"RF","disk",3,251.439403339357,28.3072916666662,0.81601792635794,2022.97501076262,444
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,7,"MAXENT","disk",3,233.094125104523,41.0329861111105,0.613898551666224,1960.43734561778,10
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,7,"GLM","disk",5,309.88173333693,53.3940972222214,0.78317681261018,1932.39951618374,190
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,7,"GAM","disk",5,176.917473633102,49.1701388888881,0.762300253031662,2189.51496864204,99
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,7,"RF","disk",5,233.628489736466,23.7170138888885,0.807408062038189,2011.61587088049,470
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,7,"MAXENT","disk",5,232.454144525666,43.4548611111104,0.617307750751668,1927.43909420909,30
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GLM","random",1,175.520877727726,16.3732638888886,0.595764585723681,2463.20310229518,584
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GAM","random",1,182.275955547164,16.3715277777775,0.612827662219851,2487.18083914408,600
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"RF","random",1,94.3326140317752,7.36805555555544,0.505762018878962,2587.50718075897,500
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"MAXENT","random",1,51.7974941331967,12.1076388888887,0.230165721489552,2801.77188479752,55
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GLM","random",3,108.441412888086,13.8194444444442,0.516030779110453,2579.75914847055,403
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GAM","random",3,112.664216545734,17.9618055555553,0.542449539546424,2596.45193934927,292.5
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"RF","random",3,50.8187090335284,3.4618055555555,0.432424969016648,2738.77223962607,475
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"MAXENT","random",3,47.3206106870229,18.9479166666664,0.319342930157539,2793.13784937386,30
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GLM","random",5,80.3713888813962,14.8715277777775,0.486288895542003,2635.40790845509,250
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GAM","random",5,83.6628139076956,18.3923611111108,0.514229149252914,2640.35130881925,184
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"RF","random",5,35.7998813152429,2.34548611111107,0.393552312296918,2809.99906344818,480
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"MAXENT","random",5,45.7386912308149,14.1006944444442,0.361452730492149,2765.41648008856,71
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GLM","disk",1,388.399185390985,47.5312499999992,0.856788089771134,2011.89502565538,585
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GAM","disk",1,330.751436355299,42.0399305555549,0.884825101478037,2116.87831619413,484
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"RF","disk",1,289.48666145173,32.586805555555,0.841586784472316,2059.95061664781,480
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"MAXENT","disk",1,338.997140776306,56.9236111111102,0.668622669236165,1752.09016453446,100
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GLM","disk",3,348.502481590376,54.3611111111103,0.803054134005865,1946.41572449605,252
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GAM","disk",3,217.591953712945,48.590277777777,0.80185974175594,2192.97879533566,150
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"RF","disk",3,238.80079842473,23.9947916666663,0.818851432454256,2053.84441541243,475
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"MAXENT","disk",3,231.057750923853,36.1232638888883,0.627853841137565,1975.28520649769,131
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GLM","disk",5,323.683583740188,52.2482638888881,0.74815854410744,1899.48113198074,211
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"GAM","disk",5,166.994322013325,49.1822916666659,0.750506456161323,2246.48980302878,89
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"RF","disk",5,221.234375421466,24.3385416666663,0.804917420181904,2039.64093136866,449.5
"Delphinium occidentale",-2.82118506513114,1608,3.20628604441243,8,"MAXENT","disk",5,214.966350173981,37.4982638888883,0.572889726442436,1928.86323587677,20
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GLM","random",1,224.684662692526,28.1527777777773,0.886653435334447,2169.91177287824,480
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GAM","random",1,254.908235103714,31.0364583333328,0.812906181075404,2156.3610601687,473
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"RF","random",1,122.226256305128,9.33159722222207,0.747341749652217,2209.34899699733,510
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"MAXENT","random",1,84.7116095271491,25.1562499999996,0.576585018799043,2320.50062243006,70
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GLM","random",3,134.792436544116,24.1736111111107,0.843322182628612,2230.95977315115,290
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GAM","random",3,153.29820893912,30.6892361111106,0.801525106858918,2236.39940072753,239
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"RF","random",3,60.261052518005,3.46006944444439,0.632559052993817,2264.68634386395,475
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"MAXENT","random",3,84.9357483883149,18.223958333333,0.656118409721936,2281.06961934666,172
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GLM","random",5,102.535470558088,24.8315972222218,0.805799843020145,2270.99486346438,191
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GAM","random",5,115.145550670299,32.7499999999995,0.772674789260686,2286.25841309635,147
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"RF","random",5,42.1984732824427,2.29687499999996,0.57090062570275,2308.76380572019,475
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"MAXENT","random",5,84.6230410271626,22.3315972222219,0.651891803852215,2273.57896440491,121
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GLM","disk",1,264.75838211097,32.9444444444439,0.876921055782184,2147.76106888291,512
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GAM","disk",1,289.842796644458,30.6440972222217,0.827330060341306,2141.95253803927,616
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"RF","disk",1,203.992366412214,22.9097222222219,0.836007398551037,2145.6747638282,500
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"MAXENT","disk",1,120.821028781054,24.5711805555552,0.523826404359647,2231.16760087409,20
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GLM","disk",3,187.086747767917,32.9027777777773,0.845209781480721,2200.38827863914,246
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GAM","disk",3,198.684001834219,41.0607638888882,0.827754213198861,2228.11496940188,181
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"RF","disk",3,147.124942680657,17.4982638888886,0.741756654675451,2169.82534404109,449.5
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"MAXENT","disk",3,109.86014080328,16.4982638888886,0.428778115389014,2138.1415568233,20
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GLM","disk",5,156.497949990559,34.8489583333328,0.802304547461528,2223.41742162002,136
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"GAM","disk",5,162.482952553071,43.6458333333326,0.797016165323247,2257.31433154256,100
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"RF","disk",5,130.327704798641,16.3854166666664,0.69987866121387,2169.79589658913,419
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,1,"MAXENT","disk",5,100.247012650716,15.4218749999998,0.393054335308864,2097.03887007991,10
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GLM","random",1,216.191487066059,27.3368055555551,0.885801400938523,2174.31008518295,480
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GAM","random",1,251.665686618294,30.7031249999995,0.808369894702108,2157.84592543496,472
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"RF","random",1,117.018854692094,9.00347222222208,0.747264496876068,2214.37540385041,505
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"MAXENT","random",1,81.5546759096917,18.2499999999997,0.559013915927401,2354.02318142708,121
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GLM","random",3,129.346046988374,22.7309027777774,0.825339008360137,2238.3627993225,298
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GAM","random",3,151.517020473121,29.6197916666662,0.792049807227441,2243.08968033041,246
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"RF","random",3,58.0908747606074,3.5243055555555,0.623802566590254,2273.87999552378,480
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"MAXENT","random",3,76.7144687508429,22.8194444444441,0.608834337437531,2307.74560971549,91
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GLM","random",5,98.127559140075,23.2690972222219,0.786382804684746,2264.00866575423,196
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GAM","random",5,112.996156232298,32.0208333333328,0.770888075124139,2281.03404282035,148
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"RF","random",5,40.8961238637283,2.16493055555552,0.563475333420021,2288.16916423396,485
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"MAXENT","random",5,83.1068432551992,24.5381944444441,0.659022182987053,2280.91101583242,101
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GLM","disk",1,256.700550265692,32.4756944444439,0.871124160106945,2154.52417494815,508
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GAM","disk",1,283.76113343943,39.8767361111105,0.830362010541077,2134.98997321879,404
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"RF","disk",1,192.328352170043,21.8038194444441,0.821638171390176,2157.0384250684,475
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"MAXENT","disk",1,125.464232730019,22.3749999999996,0.526470425674787,2209.49657533842,40
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GLM","disk",3,181.557319342918,31.6631944444439,0.830373359026481,2204.8317298146,257
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GAM","disk",3,195.099047824562,42.8611111111104,0.82716241827205,2217.35446370318,151
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"RF","disk",3,139.866021093518,16.3697916666664,0.73105773691437,2177.34771070958,444
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"MAXENT","disk",3,96.6661047123243,15.3229166666664,0.389141660300262,2231.85384347613,10
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GLM","disk",5,149.27284007229,33.5138888888884,0.780875425890894,2230.11439662363,137
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"GAM","disk",5,156.875407978853,39.7847222222216,0.789337644185719,2260.33672751082,120
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"RF","disk",5,121.585844145335,13.9513888888887,0.682356855874003,2179.92201953522,449.5
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,2,"MAXENT","disk",5,89.4254713673024,14.1788194444442,0.37329807978487,2165.41072877764,20
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GLM","random",1,222.168478407466,27.2222222222218,0.88489378786103,2155.57198348269,511
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GAM","random",1,255.78393979446,31.5104166666662,0.819301072198938,2141.21821446431,472
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"RF","random",1,120.9043508753,10.5017361111109,0.737988348244897,2182.62194321783,490
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"MAXENT","random",1,75.6036468589,17.3107638888886,0.496834268743294,2292.89832203176,101
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GLM","random",3,133.998314136973,27.6927083333329,0.835149769018655,2228.12092470197,240
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GAM","random",3,153.8087017506,30.7986111111106,0.800445948356621,2235.55407398964,238
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"RF","random",3,59.2424675639954,3.62673611111105,0.618673053769457,2267.54860364905,490
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"MAXENT","random",3,90.3780918727915,22.2135416666663,0.663975144359126,2279.37078114969,131
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GLM","random",5,101.317791924042,19.9947916666664,0.796590623862633,2265.63620319665,256
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GAM","random",5,115.190043967308,31.2690972222217,0.773551136843172,2280.40344842646,157
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"RF","random",5,41.7610390311008,2.31249999999996,0.561039036716448,2311.96573197253,480
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"MAXENT","random",5,88.8047096269522,18.9340277777775,0.672406746150829,2270.64386695814,172
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GLM","disk",1,256.941669139266,28.7552083333329,0.870482183457223,2160.29922434795,601
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GAM","disk",1,283.946564885496,35.0190972222217,0.830531903756931,2141.00000707721,505
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"RF","disk",1,196.999865130958,21.9288194444441,0.827566636475054,2140.05781969873,515
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"MAXENT","disk",1,125.606694899253,15.7760416666664,0.473306434718535,2181.80794158077,635
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GLM","disk",3,184.861745744882,30.5989583333328,0.83417261927663,2218.19540607667,287
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GAM","disk",3,199.800043158094,33.2482638888884,0.82621668316343,2214.58374913446,292
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"RF","disk",3,144.120545949883,16.3454861111109,0.735891013734682,2170.47631631106,475
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"MAXENT","disk",3,105.691837725568,14.2135416666664,0.413652310756715,2197.18140011002,159
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GLM","disk",5,153.148881935641,32.2013888888884,0.785266557270719,2248.80797361461,157
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"GAM","disk",5,161.220821082729,35.1753472222217,0.78881172393415,2263.84754388094,171
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"RF","disk",5,127.213794405632,14.0694444444442,0.690522889165266,2172.68719818108,485
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,3,"MAXENT","disk",5,96.1009090173442,128.725694444442,0.379341851997808,2165.87344196855,0
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GLM","random",1,223.51263722925,25.7135416666663,0.885579069646453,2156.06446218836,523
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GAM","random",1,254.492905888382,29.7378472222218,0.814667127738682,2127.43364557579,491
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"RF","random",1,113.666792544439,8.26041666666654,0.73826448510975,2172.73045103085,500
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"MAXENT","random",1,86.3793866155963,19.1336805555553,0.605337929268519,2278.31659959598,141
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GLM","random",3,136.262023575109,23.9288194444441,0.843819335985075,2235.10990426479,296
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GAM","random",3,155.065384511639,32.2499999999995,0.802012647534321,2234.42064946765,226
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"RF","random",3,60.2855177622529,3.64409722222216,0.625355893932543,2256.16232916399,490
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"MAXENT","random",3,77.4290588838238,19.8524305555552,0.621094968858819,2289.22682973774,121
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GLM","random",5,101.079060232514,23.4635416666663,0.799643988083675,2271.47546275936,202
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GAM","random",5,113.656947104362,32.4513888888884,0.771785476534173,2290.53768104454,146
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"RF","random",5,41.5297655976047,2.67534722222218,0.560098450619763,2294.73241480275,444
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"MAXENT","random",5,75.3186281121031,19.2673611111108,0.615789091351907,2310.05076160675,121
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GLM","disk",1,264.012529334017,32.7291666666662,0.873515452813946,2137.50122175847,521
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GAM","disk",1,288.881490572654,36.2291666666661,0.830509648522636,2099.12821279319,494
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"RF","disk",1,196.575513176705,21.5815972222219,0.825431493882975,2099.28359329847,495
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"MAXENT","disk",1,126.49148976344,15.5260416666664,0.477260492299332,2132.19741795306,612
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GLM","disk",3,186.438769454859,33.5885416666661,0.839935397008534,2188.32659133174,238
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GAM","disk",3,199.348420683516,37.0277777777772,0.83238749236639,2175.14993483477,232
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"RF","disk",3,149.560272974941,18.2812499999997,0.742091370642006,2121.49663531391,444
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"MAXENT","disk",3,107.880479054838,15.5295138888886,0.42876416265099,2117.66970445708,90
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GLM","disk",5,156.452566557872,23.427083333333,0.797583083237073,2216.19810674384,364
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"GAM","disk",5,160.795228333288,44.2222222222215,0.796732222995002,2216.67219190421,90
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"RF","disk",5,129.566449977072,15.2152777777775,0.697789394161356,2128.30076485135,449.5
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,4,"MAXENT","disk",5,99.1330617969951,128.725694444442,0.39142657098526,2120.11314486988,0
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GLM","random",1,223.090820812991,20.4965277777775,0.876968021060515,2168.04275748231,605
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GAM","random",1,254.115906454832,30.3611111111106,0.806018161801798,2155.69053483453,478
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"RF","random",1,117.547325546894,9.05902777777763,0.741590462409266,2186.21493508699,490
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"MAXENT","random",1,70.7511396434062,24.1631944444441,0.518738018540727,2342.31030340947,50
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GLM","random",3,133.706875623769,21.4999999999997,0.834717034161044,2244.77507633276,328
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GAM","random",3,152.487335796941,31.3159722222217,0.796303949941945,2253.30326526937,229
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"RF","random",3,59.0209316753432,3.54166666666661,0.626901108954694,2261.5360372527,470
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"MAXENT","random",3,90.1785396380115,17.7934027777775,0.657859536127558,2278.73570444267,182
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GLM","random",5,100.105656407628,18.9079861111108,0.795455518172839,2282.78839960045,257
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GAM","random",5,113.864240822162,31.9739583333328,0.769630499268462,2300.46509904913,148
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"RF","random",5,41.1822350497667,2.29340277777774,0.561694663439478,2299.78802213068,475
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"MAXENT","random",5,83.5515199741051,21.6857638888885,0.645889880941482,2300.94592729537,121
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GLM","disk",1,250.874895476492,28.4374999999996,0.886207375481874,2155.56203430177,570
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GAM","disk",1,278.938432282254,40.1371527777771,0.834125664258116,2132.32679971815,383
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"RF","disk",1,194.875381005044,22.1597222222219,0.813081960181447,2122.26539102776,485
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"MAXENT","disk",1,111.511908936423,15.9826388888886,0.429391792230487,2258.36272221081,30
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GLM","disk",3,177.055444663232,26.4097222222218,0.829953720081617,2204.83852394962,356
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GAM","disk",3,192.498233215548,34.4999999999995,0.82233829227284,2198.85391075469,251
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"RF","disk",3,143.108650500364,16.3697916666664,0.727445946918908,2141.45681690226,480
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"MAXENT","disk",3,92.2856930920077,15.3611111111109,0.392424621431143,2237.15442824125,30
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GLM","disk",5,148.350915760796,25.6909722222218,0.782213653829652,2228.12233469371,265
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"GAM","disk",5,157.673117902517,31.7725694444439,0.780059267779398,2233.26984813997,201
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"RF","disk",5,126.368408275564,14.9670138888887,0.688739566675221,2143.25499481734,449.5
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,5,"MAXENT","disk",5,86.6160548107787,12.175347222222,0.357194640094724,2209.86006940887,90
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GLM","random",1,207.68208669382,21.1892361111108,0.877207510014681,2179.9181618485,591
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GAM","random",1,246.848380222804,31.4340277777773,0.824141831164502,2164.38819094544,452
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"RF","random",1,117.456531707712,9.44791666666652,0.739426113440626,2209.61157717157,495
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"MAXENT","random",1,70.0910635772665,19.8628472222219,0.498447686047003,2376.26606473924,70
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GLM","random",3,127.151457934346,23.5434027777774,0.810763171220378,2245.48574074553,273
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GAM","random",3,148.767054190381,32.3402777777773,0.793052316976807,2251.49951760948,209
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"RF","random",3,58.322175167912,3.65277777777772,0.626208987091153,2273.1752085166,475
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"MAXENT","random",3,80.0880290238179,22.8749999999996,0.62536414297653,2297.57693206047,101
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GLM","random",5,95.5218622717342,22.5347222222219,0.761665438896959,2288.09841633623,190
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GAM","random",5,110.459687643298,32.5329861111106,0.758471966196043,2306.445062016,137
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"RF","random",5,41.0030750141612,2.51736111111107,0.554035189028507,2318.73163336528,460
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"MAXENT","random",5,80.1529010330969,18.7795138888886,0.648135880139608,2298.44870963687,151
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GLM","disk",1,242.128044668627,29.9531249999995,0.875136997896264,2160.77541457818,530
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GAM","disk",1,274.248010681628,39.8281249999994,0.836460327575864,2134.07539339876,373
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"RF","disk",1,195.07568850646,22.6944444444441,0.820854473881373,2122.76628893559,485
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"MAXENT","disk",1,115.440387883365,21.3524305555552,0.471991850853906,2171.73851908354,10
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GLM","disk",3,173.442559274944,29.2083333333329,0.806978383296122,2217.04601498343,279
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GAM","disk",3,193.959970868287,32.2760416666662,0.818407686704345,2210.68554905393,292
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"RF","disk",3,144.771531842581,16.503472222222,0.737219827388941,2142.48530542014,480
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"MAXENT","disk",3,114.647438836889,15.909722222222,0.435612542292042,2100.18368303408,60
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GLM","disk",5,143.920966741294,31.0208333333328,0.752226447789072,2243.53414529099,148
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"GAM","disk",5,156.108596552747,40.8906249999994,0.776867257733258,2258.60210708963,101
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"RF","disk",5,127.716073692445,15.7986111111109,0.692839133964692,2145.05573709486,439
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,6,"MAXENT","disk",5,104.548242656381,16.8663194444442,0.409276471102027,2096.95696811877,10
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"GLM","random",1,225.886844873628,27.5451388888885,0.882605928758577,2160.28812368026,501
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"GAM","random",1,256.378658322769,30.7395833333328,0.812076583958071,2145.76707313814,481
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"RF","random",1,121.108812343215,9.80208333333318,0.744628965584732,2202.68568913066,490
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"MAXENT","random",1,82.2995980902544,19.0902777777775,0.562095885409938,2321.88850684001,121
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"GLM","random",3,135.039813341246,24.6753472222218,0.840562173040513,2218.52362558528,282
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"GAM","random",3,153.216114153157,32.9253472222217,0.801756135425281,2225.70047873474,215
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"RF","random",3,61.0123540042619,3.85069444444438,0.623121126273079,2256.53751230707,480
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"MAXENT","random",3,89.536589971138,24.2499999999996,0.657789410683286,2296.78998279804,111
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"GLM","random",5,100.375300083619,23.473958333333,0.798734157852225,2261.73953093527,199
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"GAM","random",5,113.133722655302,29.7118055555551,0.774420299212788,2276.17525615394,167
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"RF","random",5,42.1785396380115,2.31597222222219,0.564913114650491,2297.23909930709,475
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"MAXENT","random",5,81.8828122892671,17.4253472222219,0.644426673410198,2282.45976212936,172
"Dryas octopetala",1.32435137139199,2534,3.40380661054742,7,"GLM","disk",1,257.43170231705,33.7135416666661,0.880480658848788,2163.79898379733,472
